Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.2908676442015368,0.07746121234793549,0.2239273347719175,10,128,,0.25,1.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.3309807496615101,0.14515746765844026,0.25687428093295683,10,128,,0.25,1.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.341347194194841,0.1698937233793805,0.2661361868235358,10,128,,0.25,1.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.3368945872176126,0.15934530413701514,0.26181860837404436,10,128,,0.25,1.0,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.2889490821976068,0.06628766457376284,0.21751894414613338,10,128,,0.25,2.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.33270823690833906,0.13572179838113224,0.25563094864553915,10,128,,0.25,2.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.32515683756275154,0.10494109377617677,0.2470948721798354,10,128,,0.25,2.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.3317485464913107,0.1627420698228986,0.25932902762827414,10,128,,0.25,2.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2797011709154923,0.07956346889759047,0.21540372359110754,10,128,,0.25,2.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.3230491587434298,0.1105434358796091,0.2469027821357599,10,128,,0.25,2.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.3400515518504929,0.1362680124949617,0.26014986283046937,10,128,,0.25,2.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.3409344514719457,0.13417421845984906,0.26101266870911655,10,128,,0.25,2.0,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.292695438722323,0.0676967487907302,0.22208184874792997,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.32695237508614006,0.14706898785438924,0.2538816546386361,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.3441875432084424,0.15139613292413395,0.26549196773445083,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.33191879561233883,0.1694971590855206,0.26090364604896366,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2908424303753275,0.06763063837673237,0.2205161338886938,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.32139500029127693,0.10636265251908798,0.2451521807342328,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.3387572260231829,0.1324228115860126,0.2585857207201059,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.34003612609847894,0.13341445453877127,0.26017360823604097,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.01,False,0.292695438722323,0.0676967487907302,0.22208184874792997,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.32695237508614006,0.14706898785438924,0.2538816546386361,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.3441875432084424,0.15139613292413395,0.26549196773445083,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.33191879561233883,0.1694971590855206,0.26090364604896366,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2908424303753275,0.06763063837673237,0.2205161338886938,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.32139500029127693,0.10636265251908798,0.2451521807342328,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.3387572260231829,0.1324228115860126,0.2585857207201059,10,128,,0.25,4.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.34003612609847894,0.13341445453877127,0.26017360823604097,10,128,,0.25,4.0,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.29100569792630254,0.07307677901607372,0.2204308225021328,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.05,False,0.3338718130078569,0.16129422660363657,0.26120437192762264,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.09,False,0.35700444579578994,0.17938836582104833,0.27825351113052255,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.1,False,0.3552678810928219,0.17871422916259472,0.27703623968424834,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2889227984923439,0.06921094816064124,0.21833191147689063,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.05,True,0.33791585912156,0.13552532957978697,0.26033364710804313,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.09,True,0.35429215947776155,0.1707817930964438,0.2748577122033112,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.1,True,0.35424506761546015,0.16448344070467918,0.27375727967762414,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.01,False,0.29100569792630254,0.07307677901607372,0.2204308225021328,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.05,False,0.3338718130078569,0.16129422660363657,0.26120437192762264,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.09,False,0.35700444579578994,0.17938836582104833,0.27825351113052255,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.1,False,0.3552678810928219,0.17871422916259472,0.27703623968424834,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2889227984923439,0.06921094816064124,0.21833191147689063,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.05,True,0.33791585912156,0.13552532957978697,0.26033364710804313,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.09,True,0.35429215947776155,0.1707817930964438,0.2748577122033112,10,128,,1.0,0.25,128,10,Eigenpro
node2vec,flickr,0.1,True,0.35424506761546015,0.16448344070467918,0.27375727967762414,10,128,,1.0,0.25,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.2920408391576728,0.07417278352630587,0.2224381492447433,10,128,,1.0,1.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.33435937200898297,0.15837275215250748,0.2609716556845519,10,128,,1.0,1.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.35101944384590733,0.17692182887005156,0.27326217806106434,10,128,,1.0,1.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.34971522301332564,0.16623419056445937,0.27067152438519504,10,128,,1.0,1.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.28998825337385775,0.0727446193515037,0.22113338686204648,10,128,,1.0,1.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.3316029762749665,0.126053964079858,0.2552439598368371,10,128,,1.0,1.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.34834867485570226,0.14897138811191807,0.26735365171223063,10,128,,1.0,1.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.348976199308556,0.1503935297463376,0.268212304380227,10,128,,1.0,1.0,128,10,Eigenpro
node2vec,flickr,0.01,False,0.2920408391576728,0.07417278352630587,0.2224381492447433,10,128,,1.0,1.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.33435937200898297,0.15837275215250748,0.2609716556845519,10,128,,1.0,1.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.35101944384590733,0.17692182887005156,0.27326217806106434,10,128,,1.0,1.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.34971522301332564,0.16623419056445937,0.27067152438519504,10,128,,1.0,1.0,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.29217019309796854,0.07050822221390829,0.2224782957795955,10,128,,1.0,2.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.33353669732123886,0.15593412594985182,0.2605872816650977,10,128,,1.0,2.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.34944389281212007,0.15766390136905134,0.26847148102146945,10,128,,1.0,2.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.33865718567884173,0.17279279163745664,0.2657944853854434,10,128,,1.0,2.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.27756396272496897,0.07837849479215588,0.21512520700557033,10,128,,1.0,2.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.32973197144860145,0.12209482391010282,0.2520944461876373,10,128,,1.0,2.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.3477320861282128,0.14643516823130615,0.26672717594551437,10,128,,1.0,2.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.34855036297414976,0.143762208425847,0.2677679335375783,10,128,,1.0,2.0,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.2866187799210968,0.07856082699283437,0.21710744216389824,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.33073451283894245,0.14717673105737103,0.2566716347662378,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.33020813071255606,0.10985846343534186,0.2485634733235972,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.3456054453366662,0.15065660997754549,0.265464657337639,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2808019439827688,0.07602772406270593,0.21444522507151098,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.3194819123312026,0.1032276358820566,0.24317670745737896,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.3273671495270175,0.10179818609280031,0.2464806802516822,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.3368515729398479,0.12388572124165234,0.25613838977671055,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.01,False,0.2866187799210968,0.07856082699283437,0.21710744216389824,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.33073451283894245,0.14717673105737103,0.2566716347662378,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.33020813071255606,0.10985846343534186,0.2485634733235972,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.3456054453366662,0.15065660997754549,0.265464657337639,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2808019439827688,0.07602772406270593,0.21444522507151098,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.3194819123312026,0.1032276358820566,0.24317670745737896,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.3273671495270175,0.10179818609280031,0.2464806802516822,10,128,,1.0,4.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.3368515729398479,0.12388572124165234,0.25613838977671055,10,128,,1.0,4.0,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.2878390175612884,0.07927039710719962,0.2191586791790034,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.05,False,0.3309503534337564,0.13072701926994124,0.2534018408116306,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.09,False,0.34124597713451543,0.17553140847173135,0.2663682148852826,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.1,False,0.34785443861552456,0.16205370204689576,0.2696875603764732,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.01,True,0.28380195829746857,0.07506795965529525,0.21712375169368198,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.05,True,0.32024295956218163,0.10555620663619567,0.24458084928354773,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.09,True,0.338716269455474,0.12747782557827242,0.2593514133238702,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.1,True,0.33614895164636777,0.12273029991237375,0.25613700974303777,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.01,False,0.2878390175612884,0.07927039710719962,0.2191586791790034,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.05,False,0.3309503534337564,0.13072701926994124,0.2534018408116306,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.09,False,0.34124597713451543,0.17553140847173135,0.2663682148852826,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.1,False,0.34785443861552456,0.16205370204689576,0.2696875603764732,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.01,True,0.28380195829746857,0.07506795965529525,0.21712375169368198,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.05,True,0.32024295956218163,0.10555620663619567,0.24458084928354773,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.09,True,0.338716269455474,0.12747782557827242,0.2593514133238702,10,128,,2.0,0.25,128,10,Eigenpro
node2vec,flickr,0.1,True,0.33614895164636777,0.12273029991237375,0.25613700974303777,10,128,,2.0,0.25,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.2832450094823048,0.08385746357907757,0.21763185627540524,10,128,,2.0,1.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.3324167829555606,0.16825714776313502,0.26134295575776595,10,128,,2.0,1.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.3510192908205732,0.16387021423703557,0.2715670083393616,10,128,,2.0,1.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.3526144126662252,0.17925857613402685,0.2753884794788993,10,128,,2.0,1.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2906016025935568,0.07317895160429684,0.22043960455663175,10,128,,2.0,1.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.33448623872937266,0.13805213933037028,0.2591295366593452,10,128,,2.0,1.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.35290450332761675,0.16852418717784545,0.2729700956774536,10,128,,2.0,1.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.35277644510005624,0.16091021048872636,0.2729389197096409,10,128,,2.0,1.0,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.2818710950450914,0.08983665104637856,0.2168213981030762,10,128,,2.0,2.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.33381612882509554,0.12805817292458377,0.25537600669386046,10,128,,2.0,2.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.3529843038814824,0.17517761153911215,0.27505425362032027,10,128,,2.0,2.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.3352648796584695,0.1736480043385344,0.26184758908117356,10,128,,2.0,2.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2785534198121559,0.08303156821090983,0.21518542680784866,10,128,,2.0,2.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.32825958542350103,0.11690409904041113,0.2506837673883485,10,128,,2.0,2.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.32891474327424,0.11029158873482339,0.2513232423874323,10,128,,2.0,2.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.3442146988097262,0.13982016825982413,0.2637313350445751,10,128,,2.0,2.0,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.2937051977420061,0.07592605298260313,0.22256235258694237,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.3421248199451402,0.15425111972504474,0.2650834117770108,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.3462906480570922,0.18674941019585967,0.27280904090518243,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.35368380328150184,0.1738463974740593,0.27455217907316937,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2860918621090246,0.06495227137654623,0.2166357203793848,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.33286238991324013,0.12720394770923088,0.25475499424746373,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.35059882070272885,0.1523055190515506,0.2698622845209985,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.3493443420000369,0.14707610966941476,0.26789489663547794,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.01,False,0.2937051977420061,0.07592605298260313,0.22256235258694237,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.3421248199451402,0.15425111972504474,0.2650834117770108,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.3462906480570922,0.18674941019585967,0.27280904090518243,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.35368380328150184,0.1738463974740593,0.27455217907316937,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2860918621090246,0.06495227137654623,0.2166357203793848,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.33286238991324013,0.12720394770923088,0.25475499424746373,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.35059882070272885,0.1523055190515506,0.2698622845209985,10,128,,2.0,4.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.3493443420000369,0.14707610966941476,0.26789489663547794,10,128,,2.0,4.0,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.28882816343603,0.07505863266943501,0.21984869774677573,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.05,False,0.3311272869845662,0.16978032827857675,0.26083699403828053,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.09,False,0.3370464901838374,0.20144956071379191,0.26952106678313564,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.1,False,0.35335114108709376,0.19415698382685864,0.2785211559162043,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2865279868794429,0.07301260145096398,0.21830054699653734,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.05,True,0.340397276173152,0.15145573709805277,0.26344393891852314,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.09,True,0.3576333805635549,0.18866125343993398,0.2798858967884586,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.1,True,0.35758103824924337,0.18120861322006712,0.27877094201098507,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.01,False,0.28882816343603,0.07505863266943501,0.21984869774677573,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.05,False,0.3311272869845662,0.16978032827857675,0.26083699403828053,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.09,False,0.3370464901838374,0.20144956071379191,0.26952106678313564,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.1,False,0.35335114108709376,0.19415698382685864,0.2785211559162043,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2865279868794429,0.07301260145096398,0.21830054699653734,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.05,True,0.340397276173152,0.15145573709805277,0.26344393891852314,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.09,True,0.3576333805635549,0.18866125343993398,0.2798858967884586,10,128,,4.0,0.25,128,10,Eigenpro
node2vec,flickr,0.1,True,0.35758103824924337,0.18120861322006712,0.27877094201098507,10,128,,4.0,0.25,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.274977756275751,0.10411460210441918,0.21117077332262757,10,128,,4.0,1.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.33406418117239667,0.1685754650304808,0.2599937245058048,10,128,,4.0,1.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.3456504181894008,0.19375792137413955,0.27296600106459934,10,128,,4.0,1.0,128,10,Eigenpro
