Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.1,False,0.33458432037736385,0.12262871685501738,0.254370566641826,10,128,,4.0,1.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2821523077608401,0.08364617810318861,0.21807974105485015,10,128,,4.0,1.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.32645203199727535,0.11846174515603707,0.24864946135341492,10,128,,4.0,1.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.34407622414663075,0.14047004675448968,0.26298606466758573,10,128,,4.0,1.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.3472891306001394,0.14128274626829923,0.2663064778780603,10,128,,4.0,1.0,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.2879159198560745,0.08537919463917057,0.22129522758066944,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.3301589496629013,0.1668324784078384,0.2575881183976571,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.3534071717290041,0.18147840425578637,0.2748154012038161,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.34961915855715453,0.17170425125322455,0.2708923297728464,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2875867840108791,0.07954224468393442,0.22082476037537013,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.31496976133970694,0.09934258632404105,0.23833281037548373,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.3292974506185666,0.11047608632077528,0.2504347113980373,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.34584728632251455,0.14233763976733732,0.2648864232287268,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.01,False,0.2879159198560745,0.08537919463917057,0.22129522758066944,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.3301589496629013,0.1668324784078384,0.2575881183976571,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.3534071717290041,0.18147840425578637,0.2748154012038161,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.34961915855715453,0.17170425125322455,0.2708923297728464,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2875867840108791,0.07954224468393442,0.22082476037537013,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.31496976133970694,0.09934258632404105,0.23833281037548373,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.3292974506185666,0.11047608632077528,0.2504347113980373,10,128,,4.0,2.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.34584728632251455,0.14233763976733732,0.2648864232287268,10,128,,4.0,2.0,128,10,Eigenpro
Algorithm,Dataset,Train %,Normalized Embeddings,Micro-F1,Macro-F1,Accuracy,Num of Shuffles,Embedding Size,Classifier,Q,P,dimension,walklength,Estimator
node2vec,flickr,0.01,False,0.2907416322012767,0.08112314575516336,0.2209903648316355,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.31593100047776285,0.16610817464793087,0.24355846668758496,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.3545195209833628,0.17900557192960215,0.2756315940327842,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.3524503343187321,0.15973097869331201,0.2717493306836688,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2785711931666115,0.08504223884728718,0.2160899784212375,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.3183640047136687,0.10077887379716474,0.2405030854513126,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.34687604506345854,0.14463712392074257,0.26595056437413844,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.34862559046000596,0.14442627644919442,0.2675857690927659,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.01,False,0.2907416322012767,0.08112314575516336,0.2209903648316355,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.05,False,0.31593100047776285,0.16610817464793087,0.24355846668758496,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.09,False,0.3545195209833628,0.17900557192960215,0.2756315940327842,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.1,False,0.3524503343187321,0.15973097869331201,0.2717493306836688,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.01,True,0.2785711931666115,0.08504223884728718,0.2160899784212375,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.05,True,0.3183640047136687,0.10077887379716474,0.2405030854513126,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.09,True,0.34687604506345854,0.14463712392074257,0.26595056437413844,10,128,,4.0,4.0,128,10,Eigenpro
node2vec,flickr,0.1,True,0.34862559046000596,0.14442627644919442,0.2675857690927659,10,128,,4.0,4.0,128,10,Eigenpro
